,Unnamed: 0,miRNA,disease
574,575,hsa-mir-93,Multiple Myeloma
575,576,hsa-mir-99b,Multiple Myeloma
576,577,hsa-mir-330,Prostate Neoplasms
577,578,hsa-let-7a,Prostate Neoplasms
578,579,hsa-let-7b,Prostate Neoplasms
579,580,hsa-let-7c,Prostate Neoplasms
580,581,hsa-let-7d,Prostate Neoplasms
581,582,hsa-let-7f,Prostate Neoplasms
582,583,hsa-let-7g,Prostate Neoplasms
583,584,hsa-mir-100,Prostate Neoplasms
584,585,hsa-mir-101,Prostate Neoplasms
585,586,hsa-mir-103,Prostate Neoplasms
586,587,hsa-mir-106a,Prostate Neoplasms
587,588,hsa-mir-10a,Prostate Neoplasms
588,589,hsa-mir-10b,Prostate Neoplasms
589,590,hsa-mir-125a,Prostate Neoplasms
590,591,hsa-mir-125b,Prostate Neoplasms
591,592,hsa-mir-126,Prostate Neoplasms
592,593,hsa-mir-127,Prostate Neoplasms
593,594,hsa-mir-141,Prostate Neoplasms
594,595,hsa-mir-143,Prostate Neoplasms
595,596,hsa-mir-145,Prostate Neoplasms
596,597,hsa-mir-146a,Prostate Neoplasms
597,598,hsa-mir-148a,Prostate Neoplasms
598,599,hsa-mir-149,Prostate Neoplasms
599,600,hsa-mir-151,Prostate Neoplasms
600,601,hsa-mir-15a,Prostate Neoplasms
601,602,hsa-mir-16,Prostate Neoplasms
602,603,hsa-mir-17,Prostate Neoplasms
603,604,hsa-mir-181a,Prostate Neoplasms
604,605,hsa-mir-181b,Prostate Neoplasms
605,606,hsa-mir-182,Prostate Neoplasms
606,607,hsa-mir-183,Prostate Neoplasms
607,608,hsa-mir-184,Prostate Neoplasms
608,609,hsa-mir-191,Prostate Neoplasms
609,610,hsa-mir-195,Prostate Neoplasms
610,611,hsa-mir-198,Prostate Neoplasms
611,612,hsa-mir-199a,Prostate Neoplasms
612,613,hsa-mir-199b,Prostate Neoplasms
613,614,hsa-mir-19b,Prostate Neoplasms
614,615,hsa-mir-202,Prostate Neoplasms
615,616,hsa-mir-205,Prostate Neoplasms
616,617,hsa-mir-20a,Prostate Neoplasms
617,618,hsa-mir-21,Prostate Neoplasms
618,619,hsa-mir-210,Prostate Neoplasms
619,620,hsa-mir-214,Prostate Neoplasms
620,621,hsa-mir-218,Prostate Neoplasms
621,622,hsa-mir-22,Prostate Neoplasms
622,623,hsa-mir-221,Prostate Neoplasms
623,624,hsa-mir-222,Prostate Neoplasms
624,625,hsa-mir-223,Prostate Neoplasms
625,626,hsa-mir-224,Prostate Neoplasms
626,627,hsa-mir-23a,Prostate Neoplasms
627,628,hsa-mir-23b,Prostate Neoplasms
628,629,hsa-mir-24,Prostate Neoplasms
629,630,hsa-mir-25,Prostate Neoplasms
630,631,hsa-mir-26a,Prostate Neoplasms
631,632,hsa-mir-26b,Prostate Neoplasms
632,633,hsa-mir-27a,Prostate Neoplasms
633,634,hsa-mir-27b,Prostate Neoplasms
634,635,hsa-mir-296,Prostate Neoplasms
635,636,hsa-mir-29a,Prostate Neoplasms
636,637,hsa-mir-29b,Prostate Neoplasms
637,638,hsa-mir-302c,Prostate Neoplasms
638,639,hsa-mir-30a,Prostate Neoplasms
639,640,hsa-mir-30b,Prostate Neoplasms
640,641,hsa-mir-30c,Prostate Neoplasms
641,642,hsa-mir-31,Prostate Neoplasms
642,643,hsa-mir-32,Prostate Neoplasms
643,644,hsa-mir-320,Prostate Neoplasms
644,645,hsa-mir-345,Prostate Neoplasms
645,646,hsa-mir-34a,Prostate Neoplasms
646,647,hsa-mir-370,Prostate Neoplasms
647,648,hsa-mir-373,Prostate Neoplasms
648,649,hsa-mir-375,Prostate Neoplasms
649,650,hsa-mir-449a,Prostate Neoplasms
650,651,hsa-mir-491,Prostate Neoplasms
651,652,hsa-mir-497,Prostate Neoplasms
652,653,hsa-mir-498,Prostate Neoplasms
653,654,hsa-mir-503,Prostate Neoplasms
654,655,hsa-mir-513,Prostate Neoplasms
655,656,hsa-mir-521,Prostate Neoplasms
656,657,hsa-mir-92,Prostate Neoplasms
657,658,hsa-mir-96,Prostate Neoplasms
658,659,hsa-mir-99a,Prostate Neoplasms
659,660,hsa-mir-99b,Prostate Neoplasms
660,661,hsa-let-7f,Kidney Neoplasms
661,662,hsa-mir-101,Kidney Neoplasms
662,663,hsa-mir-106a,Kidney Neoplasms
663,664,hsa-mir-106b,Kidney Neoplasms
664,665,hsa-mir-122,Kidney Neoplasms
665,666,hsa-mir-126,Kidney Neoplasms
666,667,hsa-mir-141,Kidney Neoplasms
667,668,hsa-mir-150,Kidney Neoplasms
668,669,hsa-mir-151,Kidney Neoplasms
669,670,hsa-mir-15a,Kidney Neoplasms
670,671,hsa-mir-17,Kidney Neoplasms
671,672,hsa-mir-182,Kidney Neoplasms
672,673,hsa-mir-185,Kidney Neoplasms
673,674,hsa-mir-191,Kidney Neoplasms
674,675,hsa-mir-199a,Kidney Neoplasms
675,676,hsa-mir-19b,Kidney Neoplasms
676,677,hsa-mir-200b,Kidney Neoplasms
677,678,hsa-mir-200c,Kidney Neoplasms
678,679,hsa-mir-20a,Kidney Neoplasms
679,680,hsa-mir-20b,Kidney Neoplasms
680,681,hsa-mir-21,Kidney Neoplasms
681,682,hsa-mir-210,Kidney Neoplasms
682,683,hsa-mir-214,Kidney Neoplasms
683,684,hsa-mir-26a,Kidney Neoplasms
684,685,hsa-mir-27a,Kidney Neoplasms
685,686,hsa-mir-28,Kidney Neoplasms
686,687,hsa-mir-29a,Kidney Neoplasms
687,688,hsa-mir-29b,Kidney Neoplasms
688,689,hsa-mir-29c,Kidney Neoplasms
689,690,hsa-mir-340,Kidney Neoplasms
690,691,hsa-mir-342,Kidney Neoplasms
691,692,hsa-mir-378,Kidney Neoplasms
692,693,hsa-mir-424,Kidney Neoplasms
693,694,hsa-mir-489,Kidney Neoplasms
694,695,hsa-mir-532,Kidney Neoplasms
695,696,hsa-mir-7,Kidney Neoplasms
696,697,hsa-mir-720,Kidney Neoplasms
